umn_plantID,common_name,scientific_name,height,spread,form,seasonal_interest,seasonal_interest_specific,flower_color,landscape_use,light,zone,soil,notes
914,Cutleaf Staghorn Sumac,Rhus hirta,10 ft,15 ft,Irregular; Open; Upright, ,Summer foliage is fine;  bright green;  turning bright red-orange in fall., ,Border; Natural planting; Pollinator garden; Xeriscaping,Full sun,"4, 5, 6, 7, 8",Adaptable,A cutleaf form of Staghorn Sumac. Good for pollinators. Alternate name: R. typhona 'Lacinata'
2312,Daffodil,Narcissus hybrids,12 in,6 in,Upright,Mid-spring; Late spring,Sturdy green foliage emerges early in spring;  and is followed shortly by profuse buds/blooms.,Orange; White; Yellow,Border; Boulevard planting; Cutting; Natural planting,Full sun; Part shade,"4, 5, 6, 7, 8",Adaptable; Prefers evenly-moist; Prefers well-drained; Tolerates dry,Wide variety of colors and sizes available. Plant miniatures shallower and more closely together. Plant in autumn for spring bloom. Poisonous bulbs that rodents and deer avoid. Can be planted under trees; tolerates dry shade conditions.
1646,Dahlia,Dahlia hybrids,36 in,18 in,Upright,Mid-summer; Late summer,Variety of flower colors;  shapes;  and heights available.,Mixed,Border; Cutting,Full sun,Annual, ,Taller plants may need to be staked. Pinching plants will encourage branching. Deadhead regularly. Dig and store bulbs for winter.
1078,Dakota Goldcharm¨ Spirea,Spiraea japonica,1.5 ft,3 ft,Rounded,Spring;      Summer,Light bronze leaves in spring turning gold in early summer - flowers in late spring/early summer - pink red in fall,Pink,Border;      Foundation planting;      Pollinator garden,Full sun,"3, 4, 5, 6, 7, 8",Adaptable,Introduced by NDSU; extreme dwarf habit. Good for pollinators.
796,Dakota Goldrush¨ Potentilla,Potentilla fruticosa,4 ft,4 ft,Rounded,Summer,Flowers all summer;  especially late in the season.,Yellow,Border;      Foundation planting;      Pollinator garden,Full sun;      Part sun,"2, 3, 4, 5, 6, 7",Adaptable,Introduced by NDSU. Smaller then 'Jackmann' with more flowers. Good for pollinators.
141,Dakota Pinnacle ¨ Asian White Birch,Betula platyphylla,30 ft,8 ft,Columnar, ,Dark green summer foliage turns yellow in fall. Bark matures to yellowish-brown; adds winter interest., , ,Full sun; Part sun,"3, 4, 5, 6, 7",Tolerates dry,Developed at North Dakota State University. Tolerant of heat
151,Dakota Pinnacle¨ Birch,Betula platyphylla,40 ft,8 ft,Columnar,Summer; Fall; Winter,Dark green summer foliage turns yellow in fall. Bark matures to yellowish-brown; adds winter interest., , ,Full sun; Part sun,"3, 4, 5, 6, 7",Tolerates alkaline; Tolerates dry,Developed at North Dakota State University. Tolerant of heat
793,Dakota Sunspot¨ Potentilla,Potentilla fruticosa,3 ft,4 ft,Compact;      Rounded,Summer,Golden flowers bloom profusely throughout summer.,Yellow,Border;      Foundation planting;      Pollinator garden,Full sun;      Part sun,"2, 3, 4, 5, 6, 7",Adaptable,Introduced by NDSU. Good for pollinators.
2402,Dallas Blues Switch Grass,Panicum virgatum,6 in,18 in,Upright;     Clump,Early fall;      Late summer,Purple foliage;  large seedheads,Purple,Cutting,Full sun;      Part sun,"2, 3, 4, 5, 6, 7, 8, 9",Prefers evenly-moist, 
2071,Dancing in the Rain Hosta,Hosta,32 in,48 in,Mound,Early summer;      Late summer;      Mid-summer,Leaves have wide white centers surrounded by bluish--green leaves; pale lavender flowers,Lavender,Border;      Boulevard planting,Part sun,"3, 4, 5, 6, 7, 8, 9", , 
217,Daniel Deronda Clematis,Clematis,9 ft,3 ft,Climbing;     Twining,Summer;     Fall, ,Purple,Focal point;      Fragrance;      Screen,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter, 
1086,Daphne Spirea,Spiraea japonica var. alpina,1.5 ft,3 ft,Rounded,Summer,Light pink flowers in summer on tips of branches; small foliage on short;  wiry branches.,Pink,Border;      Pollinator garden,Full sun,"4, 5, 6, 7, 8", ,A refined tidy Ground cover. Good for pollinators.
1162,Dappled Dawn Lilac,Syringa vulgaris,9 ft,8 ft,Upright, ,Leaves have an irregular;  deep yellow variegation;  as if splashed with yellow., ,Border; Pollinator garden,Full sun,"3, 4, 5, 6, 7, 8",Prefers well-drained; Tolerates alkaline,Dappled Dawn  sometimes referred to as 'Acubifolia Variegata'. Good for pollinators.
1918,Daring Deception Daylily,Hemerocallis,24 in,18 in,Upright;     Mound,Early summer;      Late summer;      Mid-summer,Heavily ruffled blooms are dusty cream-pink with large purple eye and purple edge,Pink;  Purple,Border;      Boulevard planting,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9", , 
2762,Dark Dancer Trifolium,Trifolium repens,6 in,12 in,Trailing,Early summer,Bariegated burgundy bronze-green foliage,Pink;  White,Border;      Container;      Pollinator garden,Full sun;      Part sun,"4, 5", ,Good for pollinators.
1189,Dark Green Yew,Taxus xmedia,5 ft,8 ft,Rounded, ,Glossy green foliage all year, ,Border; Foundation planting; Hedge,Full shade; Part shade; Part sun,"4, 5, 6, 7",Prefers evenly-moist; Prefers loam,Plant location important for winter injury. Yews are best planted on north side of building to prevent winter burn. Protect from winter winds.
2793,Dart's Blue Periwinkle,Vinca minor,8 in,15 in,Creeping,Mid-spring; Early summer,Mass of blue flowers emerge in spring; sporadic blooming can continue throughout the growing season. Evergreen foliage.,Blue,Border; Ground cover; Rock garden,Full sun; Part shade; Part sun,"4, 5, 6, 7, 8, 9",Adaptable; Tolerates dry,Roots from stem nodes; spreads underground. Can be planted under trees; tolerates dry shade conditions.
993,Dart's Dash Rose,Rosa,3.5 ft,3 ft,Rounded,Summer;     Fall;     Winter,Repeatedly blooming throughout summer. Flowers are large;  mauve-red and fragrant. Fall foliage is orange. Large orange hips., ,Border;      Foundation planting;      Fragrance;      Pollinator garden,Full sun,"4, 5, 6, 7",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,Own root. Good for pollinators.
2504,Dart's Gold Ninebark,Physocarpus opulifolius,3.5 ft,5 ft,Rounded, ,Yellow foliage all season. White spring flowers;  red fall fruit., ,Erosion control; Foundation planting; Hedge; Screen,Full sun; Part sun,"2, 3, 4, 5, 6, 7",Adaptable,Hardy. More refined  compact growing form of Golden Ninebark with excellent yellow foliage. Blooms on old wood.
1103,Dart's Red Spirea,Spiraea xbumalda,3 ft,5 ft,Rounded, ,Summer deep carmine-red flowers which fade to a rosy-pink as they age and blue-green foliage. Red fall foliage.,Red,Foundation planting; Pollinator garden,Full sun; Part sun,"4, 5, 6, 7, 8",Adaptable,A branch sport of 'Anthony Waterer'. Introduced by Darthuizer Nursery in Holland. Good for pollinators.
2468,Darwin's Choice Garden Phlox,Phlox paniculata,40 in,24 in,Upright,Mid-summer; Late summer; Early fall,Variegated foliage and pink flowers,Pink,Border; Butterfly garden; Fragrance; Pollinator garden,Full sun,"4, 5, 6, 7, 8",Prefers evenly-moist,Nectar source for adult butterflies.
471,Daub's Frosted Juniper,Juniperus  x pfitzerians,2 ft,6 ft, , ,golden-yellow growth contrasting with tblue-green interior foliage., ,Erosion control,Full sun,"4, 5, 6, 7, 8, 9",Tolerates sandy soil,Great for erosion control or along banks and slopes. An eye-catching accent with new
592,David Crabapple,Malus,15 ft,15 ft,Upright,Fall;     Spring;     Winter,Fragrant showy flowers followed by red fruits lasting until winter.,White,Boulevard planting;     Pollinator garden,Full sun,"4, 5, 6, 7",Prefers acidic;      Prefers well-drained,Good for pollinators. Blooms on old wood.
2472,David Garden Phlox,Phlox paniculata,42 in,24 in,Upright,Mid-summer; Late summer; Early fall,Long bloom period with fragrant blooms,White,Border; Butterfly garden; Fragrance; Pollinator garden,Full sun,"3, 4, 5, 6, 7, 8, 9",Prefers evenly-moist,Nectar source for adult butterflies.
935,David Thompson Rose,Rosa,6 ft,6 ft,Rounded,Summer,Double deep pink very fragrant blooms flower freely throughout summer;,Red,Border;      Foundation planting;      Fragrance;      Pollinator garden,Full sun,"3, 4, 5, 6, 7",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,An Explorer Series rose. Very hardy. Few thorns. Blooms all season. Good disease resistance. No hips. Good for pollinators.
232,Dawn Clematis,Clematis,7 ft,3 ft,Climbing;     Twining,Summer;     Fall, , ,Cutting;      Focal point;      Fragrance;      Screen,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,Flowers are pearl-white pink  open with noticeable purple anthers. Compact plant. Good cut flower.
2319,Dawn to Dusk Catmint,Nepeta,30 in,24 in,Upright,Early fall;      Late summer;      Mid-summer,Gray-green foliage with long rose-colored flower spikes.,Pink,Border;      Boulevard planting;      Pollinator garden,Full sun;      Part sun,"4, 5, 6, 7, 8",Adaptable,Cut back after flowering to encourage a second bloom and to keep plants bushy. Good for pollinators.
1232,Dawsoniana Hemlock,Tsuga canadensis,15 ft,8 ft,Upright,Spring;      Summer;      Fall;      Winter;      Year-round,Bright green foliage on gracefully arching branches., , ,Part sun,"4, 5, 6, 7", , 
963,DayDream¨ Rose,Rosa,3 ft,3 ft,Compact; Rounded, ,Many clusters of fuchsia-pink blooms fading to pale pink with age. Self-cleaning. Lightly fragrant. Glossy;  deep green foliage. Profuse bloomer.,Pink,Border; Foundation planting; Pollinator garden,Full sun,"4, 5, 6, 7, 8",Prefers evenly-moist; Prefers high organic matter; Prefers well-drained,A 2005 All-America Rose Selections award-winner from the Bailey rose breeding program. Crown hardy to zone 4. Own root. Good for pollinators.
1995,Dayglow Pink Foamy Bells,Heucherella,16 in,12 in,Clump;      Mound,Mid-spring,Green foliage with spikes of pink/red flowers,Pink;  Red,Border,Full sun;      Part sun,"3, 4, 5, 6, 7", , 
1790,Dazzler Blanket Flower,Gaillardia x grandiflora,24 in,36 in,Upright,Early summer;      Mid-summer, ,Yellow;  Gold;  Apricot;  Salmon,Border;      Pollinator garden;     Butterfly garden;     Cutting,Full sun,"4, 5, 6, 7, 8",Adaptable,Yellow flowers tipped with red; often short-lived. Good for pollinators. Nectar source for adult monarchs.
2544,De Vroomen's Pride Lungwort,Pulmonaria,15 in,12 in,Mound,Late spring,Near white foliage with splashes of green,Blue,Border,Part sun;      Part shade;      Full shade,"3, 4, 5, 6, 7, 8",Prefers evenly-moist, 
25,Deborah Maple,Acer platanoides,50 ft,50 ft,Oval, ,Fall golden yellow foliage; summer red foliage turning dark bronze-green., ,Pollinator garden; Shade tree,Full sun,"4, 5, 6, 7", ,MNDNR Ecological Threat: It invades native woodlands by out-competing sugar maple as it is also very shade tolerant. Wildflower diversity is reduced beneath because it forms a more dense canopy. Although sold primarily as a boulevard tree it spreads by seeds into disturbed forest communities. It is native to Europe and Asia and widely sold in nurseries in the U.S.
522,Deborah Waxman larch,Larix laricina,6 ft,6 ft,Upright, ,Soft;  blue-green summer needles turn golden-yellow in fall then drop. Dense branches have silver-grey bark and rust colored texture that gives this plant winter interest., ,Backdrop; Natural planting; Woodland garden,Full sun; Part sun,"2, 3, 4", ,Dense upright growth habit.
1190,Densiformis Yew,Taxus xmedia,2 ft,7 ft,Rounded, ,Glossy green foliage all year, ,Border,Full shade; Part sun,"4, 5, 6", ,Plant location important for winter injury. Yews are best planted on north side of building to prevent winter burn. Protect from winter winds.
2211,Desdemona Ragwort,Ligularia dentata,45 in,30 in,Mound;      Upright,Late summer;      Mid-summer,Bold bronzy green foliage is purple underneath,Orange,Border;      Natural planting;      Pollinator garden,Part sun,"4, 5, 6, 7, 8",Prefers evenly-moist;      Prefers loam, 
1674,Desmond Dianthus,Dianthus,12 in,10 in,Upright,Late spring,Fragrant double red 2-inch blooms and silvery foliage,Red,Border,Full sun,"3, 4, 5, 6, 7, 8, 9", , 
1484,Deutschland Astilbe,Astilbe japonica,24 in,20 in,Mound; Upright,Early summer; Mid-summer, ,White,Border; Cutting,Part sun,"4, 5, 6, 7, 8",Prefers evenly-moist; Tolerates alkaline, 
677,Diabolo¨ Ninebark,Physocarpus opulifolius,10 ft,8 ft,Arching; Rounded, ,Reddish-purple foliage on long arching canes. Creamy white spring flowers,White,Border; Foundation planting,Full sun; Part sun,"2, 3, 4, 5, 6, 7",Adaptable,A cultivar from Germany. Can be pruned to the ground each spring to control height. Best foliage color in Full sun. Hardy and durable. A good substitute for Prunus x cistena. Blooms on old wood.
1495,Diamond Astilbe,Astilbe x arendsii,36 in,24 in, ,Mid-summer; Late summer, ,White,Border; Cutting,Full sun; Part sun,"4, 5, 6, 7, 8",Prefers evenly-moist; Tolerates alkaline,Dense white diamond-shaped flower
1759,Diamond Frost Euphorbia,Euphorbia hybericifolia,18 in,12 in,Upright,Early summer;     Mid-summer;     Late summer,small wispy flowers in profusion,White,Border;     Container,Full sun;     Part sun,Annual, , 
2044,Diamond Tiara Hosta,Hosta,14 in,26 in,Mound,Mid-summer,Heart-shaped;  light green leaves with an irregular white margin,Purple,Border;      Boulevard planting,Part sun,"3, 4, 5, 6, 7, 8",Prefers evenly-moist, 
2555,Diana Clare Lungwort,Pulmonaria longifolia,10 in,12 in,Mound,Late spring;      Early summer,Silver green long;  pointed leaves; violet-blue flowers with darker purple stripe,Blue;  Purple,Border,Part sun,"3, 4, 5, 6, 7, 8, 9", , 
520,Diana Japanese Larch,Larix kaempferi,25 ft,13 ft,Pyramidal;     Open,Fall;     Spring;     Summer;     Winter;     Year-round,A contorted cultivar; Twisted blue-green needles that turn yellow in fall and drop., ,Natural planting,Full sun,"4, 5, 6, 7",Prefers acidic;     Prefers organic;     Prefers evenly-moist;     Prefers well-drained,Contorted branches as well as the green needles give this tree even more character. Best grown in areas with cooler summers and cold winters.
1694,Diascia,Diascia barberae,10 in,12 in,Mound,Early summer;     Mid-summer;     Late summer,Best under high light & cool temperatures;  strong trailing plant;  continuous flowering all season,Red; Orange; Coral,Container,Full sun,Annual, ,Series: Sun Chimes
1387,Dill,Anethum graveolens,30 in,15 in,Narrow; Open; Upright,Mid-summer; Late summer,Yellow umbels of flowers in summer. Fine fern-like leaves.,Yellow,Attract wildlife; Butterfly garden; Container; Cutting; Drying; Edible landscape; Fragrance; Herb garden; Pollinator garden,Full sun,Annual, ,Culinary herb plant. Attractive to many insects.
1538,Dinosaur Kale,Brassica oleracea,30 in,24 in,Upright,Mid-summer; Late summer; Early fall,Wrinkled blue-green leaves. Edible., ,Edible landscape; Vegetable,Full sun; Part sun,Annual,Adaptable, 
1238,Discovery Elm,Ulmus davidiana var. japonica,40 ft,40 ft,Upright; Vase-like, ,Yellow fall color with excellent vase-shaped form., ,Shade tree,Full sun,"3, 4, 5, 6, 7", ,Developed by Rick Durand of Manitoba.
2368,Do Tell Peony,Paeonia lactiflora,36 in,36 in,Rounded,Late spring;     Early summer; ,"Big 6"" blossoms are light pink with a rose-pink center. Fragrant.", ,Border;      Cutting;      Pollinator garden,Full sun;     Part shade,"3, 4, 5, 6, 7, 8",Prefers high organic matter;     Prefers evenly-moist;     Prefers well-drained,Midseason.  A Japanese lactiflora type peony with orchid-pink speckled guard petals. The flowers can be variable in color.  American Peony Society gold medal winner.
568,Dolgo Crabapple,Malus,30 ft,30 ft, , ,Large white flowers emerge early in spring. Bright red fruits form in fall.,White,Boulevard planting; Pollinator garden,Full sun,"2, 3, 4, 5, 6, 7",Prefers acidic; Prefers well-drained,Good for pollinators. Blooms on old wood.
634,Donald Wyman Crabapple,Malus,20 ft,25 ft,Rounded, ,Fragrant white flowers emerge early spring;  and are followed by red fruit which persists through fall and winter.,White,Attract wildlife; Boulevard planting; Pollinator garden,Full sun,"4, 5, 6, 7",Prefers acidic; Prefers well-drained,2001 Cary Award Winner. Good for pollinators. Blooms on old wood.
